YEAR,QUARTER,REGION,PROVINCE,SEX,VALUE,UNIT,SOURCE
2565,"ไตรมาสที่ 3",ภาคใต้,ยะลา,ชาย,144.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 3",ภาคใต้,ยะลา,หญิง,120.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 3",ภาคใต้,ระนอง,ชาย,90.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 3",ภาคใต้,ระนอง,หญิง,55.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 3",ภาคใต้,สงขลา,ชาย,469.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 3",ภาคใต้,สงขลา,หญิง,433.10,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 3",ภาคใต้,สตูล,ชาย,90.10,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 3",ภาคใต้,สตูล,หญิง,71.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 3",ภาคใต้,สุราษฎร์ธานี,ชาย,356.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 3",ภาคใต้,สุราษฎร์ธานี,หญิง,278.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2918.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2774.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,กาญจนบุรี,ชาย,260.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,กาญจนบุรี,หญิง,229.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,จันทบุรี,ชาย,194.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,จันทบุรี,หญิง,171.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ฉะเชิงเทรา,ชาย,294.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ฉะเชิงเทรา,หญิง,251.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ชลบุรี,ชาย,582.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ชลบุรี,หญิง,487.10,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ชัยนาท,ชาย,86.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ชัยนาท,หญิง,76.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ตราด,ชาย,91.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ตราด,หญิง,77.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,นครนายก,ชาย,78.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,นครนายก,หญิง,68.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,นครปฐม,ชาย,427.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,นครปฐม,หญิง,407.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,นนทบุรี,ชาย,607.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,นนทบุรี,หญิง,532.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ปทุมธานี,ชาย,592.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ปทุมธานี,หญิง,521.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ประจวบคีรีขันธ์,ชาย,150.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ประจวบคีรีขันธ์,หญิง,127.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ปราจีนบุรี,ชาย,212.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ปราจีนบุรี,หญิง,186.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,พระนครศรีอยุธยา,ชาย,274.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,พระนครศรีอยุธยา,หญิง,236.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ระยอง,ชาย,376.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ระยอง,หญิง,301.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ราชบุรี,ชาย,254.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ราชบุรี,หญิง,215.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ลพบุรี,ชาย,242.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,ลพบุรี,หญิง,205.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สมุทรปราการ,ชาย,774.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สมุทรปราการ,หญิง,677.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สมุทรสงคราม,ชาย,54.10,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สมุทรสงคราม,หญิง,44.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สมุทรสาคร,ชาย,379.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สมุทรสาคร,หญิง,368.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สระบุรี,ชาย,232.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สระบุรี,หญิง,190.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สระแก้ว,ชาย,194.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สระแก้ว,หญิง,161.10,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สิงห์บุรี,ชาย,54.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สิงห์บุรี,หญิง,45.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สุพรรณบุรี,ชาย,272.10,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,สุพรรณบุรี,หญิง,224.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,อ่างทอง,ชาย,66.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,อ่างทอง,หญิง,58.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,เพชรบุรี,ชาย,155.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคกลาง,เพชรบุรี,หญิง,138.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,กำแพงเพชร,ชาย,233.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,กำแพงเพชร,หญิง,201.10,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,ตาก,ชาย,158.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,ตาก,หญิง,124.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,นครสวรรค์,ชาย,268.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,นครสวรรค์,หญิง,244.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,น่าน,ชาย,134.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,น่าน,หญิง,125.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,พะเยา,ชาย,97.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,พะเยา,หญิง,73.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,พิจิตร,ชาย,151.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,พิจิตร,หญิง,119.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,พิษณุโลก,ชาย,262.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,พิษณุโลก,หญิง,237.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,ลำปาง,ชาย,201.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,ลำปาง,หญิง,167.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,ลำพูน,ชาย,119.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,ลำพูน,หญิง,106.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,สุโขทัย,ชาย,181.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,สุโขทัย,หญิง,172.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,อุตรดิตถ์,ชาย,118.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,อุตรดิตถ์,หญิง,92.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,อุทัยธานี,ชาย,81.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,อุทัยธานี,หญิง,66.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,เชียงราย,ชาย,346.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,เชียงราย,หญิง,281.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,เชียงใหม่,ชาย,552.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,เชียงใหม่,หญิง,470.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,เพชรบูรณ์,ชาย,254.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,เพชรบูรณ์,หญิง,224.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,แพร่,ชาย,110.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,แพร่,หญิง,92.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,แม่ฮ่องสอน,ชาย,77.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคเหนือ,แม่ฮ่องสอน,หญิง,71.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,218.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,172.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,465.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,414.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,266.10,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,223.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,นครพนม,ชาย,151.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,นครพนม,หญิง,127.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,657.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,508.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,101.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,93.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,366.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,299.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,211.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,176.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,125.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,113.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,ยโสธร,ชาย,142.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,ยโสธร,หญิง,137.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,311.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,272.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,297.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,254.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,สกลนคร,ชาย,253.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,สกลนคร,หญิง,182.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,266.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,238.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,หนองคาย,ชาย,120.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,หนองคาย,หญิง,104.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,132.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,หญิง,109.10,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,82.90,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,71.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,353.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,288.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,494.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,364.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,เลย,ชาย,154.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคตะวันออกเฉียงเหนือ,เลย,หญิง,142.50,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,กระบี่,ชาย,137.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,กระบี่,หญิง,107.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,ชุมพร,ชาย,160.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,ชุมพร,หญิง,123.70,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,ตรัง,ชาย,198.40,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,ตรัง,หญิง,171.10,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,นครศรีธรรมราช,ชาย,456.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,นครศรีธรรมราช,หญิง,369.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,นราธิวาส,ชาย,205.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,นราธิวาส,หญิง,150.00,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,ปัตตานี,ชาย,194.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,ปัตตานี,หญิง,148.30,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,พังงา,ชาย,75.20,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,พังงา,หญิง,50.80,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,พัทลุง,ชาย,147.60,พันคน,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาสที่ 4",ภาคใต้,พัทลุง,หญิง,121.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ฉะเชิงเทรา,หญิง,192.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ชลบุรี,ชาย,550.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ชลบุรี,หญิง,445.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ชัยนาท,ชาย,91.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ชัยนาท,หญิง,75.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ตราด,ชาย,100.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ตราด,หญิง,71.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,นครนายก,ชาย,82.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,นครนายก,หญิง,68.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,นครปฐม,ชาย,352.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,นครปฐม,หญิง,325.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,นนทบุรี,ชาย,515.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,นนทบุรี,หญิง,427.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ปทุมธานี,ชาย,510.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ปทุมธานี,หญิง,457.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ประจวบคีรีขันธ์,ชาย,145.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ประจวบคีรีขันธ์,หญิง,108.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ปราจีนบุรี,ชาย,193.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ปราจีนบุรี,หญิง,159.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,พระนครศรีอยุธยา,ชาย,271.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,พระนครศรีอยุธยา,หญิง,231.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ระยอง,ชาย,318.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ระยอง,หญิง,256.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ราชบุรี,ชาย,242.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ราชบุรี,หญิง,209.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ลพบุรี,ชาย,226.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,ลพบุรี,หญิง,186.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สมุทรปราการ,ชาย,720.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สมุทรปราการ,หญิง,638.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สมุทรสงคราม,ชาย,60.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สมุทรสงคราม,หญิง,50.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สมุทรสาคร,ชาย,377.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สมุทรสาคร,หญิง,329.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สระบุรี,ชาย,213.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สระบุรี,หญิง,166.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สระแก้ว,ชาย,178.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สระแก้ว,หญิง,136.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สิงห์บุรี,ชาย,56.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สิงห์บุรี,หญิง,47.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สุพรรณบุรี,ชาย,241.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,สุพรรณบุรี,หญิง,193.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,อ่างทอง,ชาย,68.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,อ่างทอง,หญิง,63.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,เพชรบุรี,ชาย,147.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคกลาง,เพชรบุรี,หญิง,128.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2",ภาคเหนือ,กำแพงเพชร,ชาย,216.10,พันคน,สำนักงานสถิติแห่งชาติ
